macd krot3 21,55

2016-10-19, 15.61, 14.90, 0.71, 
2016-10-20, 15.69, 14.95, 0.74, 
2016-10-21, 15.76, 15.00, 0.76, 
2016-10-24, 15.79, 15.04, 0.75, 
2016-10-25, 15.79, 15.06, 0.73, 
2016-10-26, 15.79, 15.08, 0.71, 
2016-10-27, 15.79, 15.10, 0.69, 
2016-10-28, 15.78, 15.11, 0.67, 
2016-10-31, 15.79, 15.13, 0.66, 
2016-11-01, 15.77, 15.14, 0.63, 
2016-11-03, 15.71, 15.14, 0.57, 
2016-11-04, 15.63, 15.13, 0.50, 
2016-11-07, 15.62, 15.14, 0.48, 
2016-11-08, 15.63, 15.16, 0.47, 
2016-11-09, 15.59, 15.16, 0.43, 
2016-11-10, 15.43, 15.12, 0.31, 
2016-11-11, 15.29, 15.08, 0.21, 
2016-11-14, 15.22, 15.06, 0.16, 
2016-11-16, 15.18, 15.05, 0.13, 
2016-11-17, 15.10, 15.03, 0.07, 
2016-11-18, 14.99, 14.99, 0.00, 
2016-11-21, 14.94, 14.97, -0.03, 
2016-11-22, 14.96, 14.97, -0.01, 
2016-11-23, 14.94, 14.97, -0.03, 
2016-11-24, 14.90, 14.96, -0.06, 
2016-11-25, 14.83, 14.93, -0.10, 
2016-11-28, 14.83, 14.93, -0.10, 
2016-11-29, 14.75, 14.90, -0.15, 
2016-11-30, 14.73, 14.89, -0.16, 
2016-12-01, 14.67, 14.86, -0.19, 
2016-12-02, 14.61, 14.83, -0.22, 
2016-12-05, 14.54, 14.80, -0.26, 
2016-12-06, 14.52, 14.78, -0.26, 
2016-12-07, 14.48, 14.76, -0.28, 
2016-12-08, 14.41, 14.73, -0.32, 
2016-12-09, 14.29, 14.67, -0.38, 
2016-12-12, 14.12, 14.59, -0.47, 
2016-12-13, 14.03, 14.54, -0.51, 
2016-12-14, 13.87, 14.46, -0.59, 
2016-12-15, 13.72, 14.38, -0.66, 
2016-12-16, 13.58, 14.30, -0.72, 
2016-12-19, 13.46, 14.23, -0.77, 
2016-12-20, 13.36, 14.17, -0.81, 
2016-12-21, 13.27, 14.11, -0.84, 
2016-12-22, 13.24, 14.07, -0.83, 
2016-12-23, 13.23, 14.04, -0.81, 
2016-12-26, 13.23, 14.02, -0.79, 
2016-12-27, 13.23, 13.99, -0.76, 
2016-12-28, 13.23, 13.97, -0.74, 
2016-12-29, 13.23, 13.95, -0.72, 
2017-01-02, 13.23, 13.93, -0.70, 
2017-01-03, 13.29, 13.93, -0.64, 
2017-01-04, 13.34, 13.93, -0.59, 
2017-01-05, 13.37, 13.93, -0.56, 
2017-01-06, 13.39, 13.92, -0.53, 
2017-01-09, 13.40, 13.91, -0.51, 
2017-01-10, 13.40, 13.90, -0.50, 
2017-01-11, 13.38, 13.88, -0.50, 
2017-01-12, 13.41, 13.88, -0.47, 
2017-01-13, 13.46, 13.88, -0.42, 
2017-01-16, 13.51, 13.88, -0.37, 
2017-01-17, 13.61, 13.90, -0.29, 
2017-01-18, 13.67, 13.91, -0.24, 
