PETR4  ME 10

2018-02-15,  19.29
2018-02-16,  19.31
2018-02-19,  19.44
2018-02-20,  19.62
2018-02-21,  19.73
2018-02-22,  19.91
2018-02-23,  20.13
2018-02-26,  20.38
2018-02-27,  20.58
2018-02-28,  20.74
2018-03-01,  20.79
2018-03-02,  20.92
2018-03-05,  21.13
2018-03-06,  21.27
2018-03-07,  21.34
2018-03-08,  21.40
2018-03-09,  21.58
2018-03-12,  21.71
2018-03-13,  21.78
2018-03-14,  21.88
2018-03-15,  21.78
2018-03-16,  21.72
2018-03-19,  21.58
2018-03-20,  21.51
2018-03-21,  21.60
2018-03-22,  21.62
2018-03-23,  21.64
2018-03-26,  21.71
2018-03-27,  21.67
2018-03-28,  21.59
2018-03-29,  21.56
2018-04-02,  21.44
2018-04-03,  21.31
2018-04-04,  21.15
2018-04-05,  21.15
2018-04-06,  21.17
2018-04-09,  21.06
2018-04-10,  21.12
2018-04-11,  21.24
2018-04-12,  21.32
2018-04-13,  21.30
2018-04-16,  21.18
2018-04-17,  21.16
2018-04-18,  21.27
2018-04-19,  21.43
2018-04-20,  21.59
2018-04-23,  21.75
2018-04-24,  21.86
2018-04-25,  21.84
2018-04-26,  21.98
2018-04-27,  22.11
2018-04-30,  22.26
2018-05-02,  22.32
2018-05-03,  22.34
2018-05-04,  22.33
2018-05-07,  22.38
2018-05-08,  22.47
2018-05-09,  22.89
2018-05-10,  23.41
2018-05-11,  23.77
2018-05-14,  24.21
2018-05-15,  24.67
2018-05-16,  25.16
2018-05-17,  25.30
2018-05-18,  25.36
2018-05-21,  25.31
2018-05-22,  25.21
2018-05-23,  24.86
2018-05-24,  24.00
2018-05-25,  23.24
2018-05-28,  22.09
2018-05-29,  21.59
2018-05-30,  21.12
2018-06-01,  20.22
2018-06-04,  19.74
2018-06-05,  19.17
2018-06-06,  18.66
2018-06-07,  18.14
2018-06-08,  17.62
2018-06-11,  17.22
2018-06-12,  16.90
2018-06-13,  16.59
2018-06-14,  16.32
2018-06-15,  16.08
2018-06-18,  15.80
2018-06-19,  15.74
2018-06-20,  15.82
2018-06-21,  15.69
2018-06-22,  15.59
2018-06-25,  15.61
2018-06-26,  15.68
2018-06-27,  15.83
2018-06-28,  15.97
2018-06-29,  16.19
2018-07-02,  16.42
2018-07-03,  16.61
2018-07-04,  16.94
2018-07-05,  17.10
2018-07-06,  17.25
2018-07-10,  17.34
2018-07-11,  17.35
2018-07-12,  17.45
2018-07-13,  17.57
2018-07-16,  17.62
2018-07-17,  17.74
2018-07-18,  17.79
2018-07-19,  17.90
2018-07-20,  18.15
2018-07-23,  18.35
2018-07-24,  18.58
2018-07-25,  18.83
2018-07-26,  18.93
2018-07-27,  19.08
2018-07-30,  19.22
2018-07-31,  19.31
2018-08-01,  19.43
2018-08-02,  19.60
2018-08-03,  19.87
2018-08-06,  20.08
2018-08-07,  20.19
2018-08-08,  20.19
2018-08-09,  20.21
2018-08-10,  20.10
2018-08-13,  20.09
2018-08-14,  20.07
2018-08-15,  19.89
2018-08-16,  19.72
2018-08-17,  19.50
2018-08-20,  19.30
2018-08-21,  19.02
2018-08-22,  18.90
2018-08-23,  18.73
2018-08-24,  18.66
2018-08-27,  18.66
2018-08-28,  18.61
2018-08-29,  18.73
2018-08-30,  18.74
2018-08-31,  18.83
2018-09-03,  18.86
2018-09-04,  18.83
2018-09-05,  18.80
2018-09-06,  18.83
2018-09-10,  18.90
2018-09-11,  18.83
2018-09-12,  18.85
2018-09-13,  18.83
2018-09-14,  18.83
2018-09-17,  18.93
2018-09-18,  19.17
2018-09-19,  19.31
2018-09-20,  19.41
2018-09-21,  19.54
2018-09-24,  19.62
2018-09-25,  19.70
2018-09-26,  19.78
2018-09-27,  20.08
2018-09-28,  20.26
2018-10-01,  20.39
2018-10-02,  20.83
2018-10-03,  21.36
2018-10-04,  21.84
2018-10-05,  22.22
2018-10-08,  23.01
2018-10-09,  23.70
2018-10-10,  24.12
2018-10-11,  24.33
2018-10-15,  24.59
2018-10-16,  24.97
2018-10-17,  25.23
2018-10-18,  25.31
2018-10-19,  25.42
2018-10-22,  25.62
2018-10-23,  25.72
2018-10-24,  25.72
2018-10-25,  25.82
2018-10-26,  26.14
2018-10-29,  26.19
2018-10-30,  26.51
2018-10-31,  26.71
2018-11-01,  26.82
2018-11-05,  27.06
2018-11-06,  27.08
2018-11-07,  26.94
2018-11-08,  26.66
2018-11-09,  26.45
2018-11-12,  26.25
2018-11-13,  25.89
2018-11-14,  25.75
